annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,trade_count,strategy
0.07392986842260996,0.12660654463672263,0.5839340188513948,-0.21526027649946233,49668.0,MA_day_15min_50_200_L
0.0402653264157693,0.12887128983905957,0.31244605734958114,-0.24012163090422378,28180.0,TURTLE_day_30min_80_30_20
-0.0009505922861033911,0.029542826876071984,-0.032176754448414585,-0.1758841066534581,569.0,BB_day_60min_100_3.0
