name,strategy_type,dataset_mode,freq,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,trade_count
TURTLE_day_30min_55_20_20,TURTLE,day,30min,0.011958590716125928,0.13668400557761773,0.08749078332603512,-0.27994509219311636,1309
MA_all_60min_50_200_LS,MA,all,60min,0.008983154743192445,0.10802676923968578,0.083156747224949,-0.5347548403972651,323
TURTLE_all_30min_80_30_20,TURTLE,all,30min,0.007332117674357708,0.08836600032769065,0.08297442055957908,-0.2817254070502587,1972
TURTLE_all_60min_100_50_20,TURTLE,all,60min,0.007588941790177328,0.0935440336045299,0.08112694629205974,-0.3165474516737601,765
TURTLE_all_10min_100_50_20,TURTLE,all,10min,0.007773305109931128,0.09763920455720561,0.07961254032315312,-0.26983284307894484,4175
TURTLE_day_60min_20_10_14,TURTLE,day,60min,0.00994035753615452,0.14065795254619978,0.07067042677796381,-0.2926436129602912,1501
TURTLE_day_10min_80_30_20,TURTLE,day,10min,0.00970048063464235,0.14090391171928318,0.06884465105531067,-0.29561659156823517,2418
TURTLE_day_15min_50_20_20,TURTLE,day,15min,0.009637610070208025,0.14202192674573688,0.06786001493601987,-0.25640081744436105,2348
MA_all_10min_20_60_LS,MA,all,10min,0.007416011204181672,0.11410645525282927,0.06499203912477854,-0.30901273289246634,5529
MA_all_15min_50_200_LS,MA,all,15min,0.007310487434157853,0.11263878639122644,0.06490204367762324,-0.30648491211836715,1186
TURTLE_all_60min_50_20_20,TURTLE,all,60min,0.00560774645953277,0.08897491215502264,0.06302615336964075,-0.2540347528456276,1486
TURTLE_day_15min_80_30_20,TURTLE,day,15min,0.008854300060151754,0.14205754069589122,0.06232896906969931,-0.30470077259421124,1729
TURTLE_all_10min_50_20_20,TURTLE,all,10min,0.005700893712333288,0.09528454979608761,0.05983020043158526,-0.3042059183043424,8186
MA_all_5min_10_30_L,MA,all,5min,0.004620674834520555,0.07758523054979446,0.05955611398944017,-0.3990616640631781,22635
MA_day_30min_50_200_LS,MA,day,30min,0.009936340765356988,0.1688961128307218,0.05883108023519645,-0.43827423732834325,264
TURTLE_day_15min_100_50_20,TURTLE,day,15min,0.008649116329012552,0.15192325826698305,0.05693082433640929,-0.3131552789893641,1229
MA_all_10min_10_30_LS,MA,all,10min,0.006043748974149388,0.11413668569638619,0.05295185274808401,-0.4396597330062283,11424
